Date,Priority,IM,Shift,Start Time,Item,WO#,L/R,Mold No.,Planned Vol (set),Totes Needed,Plan Hr,Cycle Time,Actual OP hr,DT Hours,Unplanned DT Reason,DT Reason notes,Actual Cycle Time,Actual Startup time,Actual Prod. Vol (set),Good LH,Good RH,Def LH,Def RH,Scrap %,"Quoted
Efficiency","CBC
Efficiency",eff*Prod,Utilization,OEE. Quote,OEE CBC STD,Total Scheduled,Total Produced,Total Good Parts,"Achiev.
(Actual)","Achiev.
(Good)",Production Cost,Scrap Cost,Material Used,Material,Material $,"PXYZ
Efficiency",OEE PXYZ STD,Status,Job_Change_In_Shift
2026-06-16,,IM9,1,,150B SPL Housing,,,M05201,,0,0,45,3.1243055555555554,-5.626527777777778,,no totes.,40.9,,275,272,272,3,3,0.01090909090909091,1.1002444987775062,1.1002444987775062,302.5672371638142,3.3749989335317463,3.6728150207982737,3.6728150207982737,0,550,544,275,272,607.648,6.702,217.25,PC001-GY,0,,,ON,True
2026-06-16,,IM9,2,,31CC Reflector Turn,,,TNL 620,700,70,7.777777777777778,40,10.502222222222223,-2.5022222222222226,,,34,1p,1112,1107,1107,5,5,0.0044964028776978415,1.1764705882352942,1.1764705882352942,1308.235294117647,2.08544126984127,2.4424285714285716,2.4424285714285716,1400,2224,2214,1.5885714285714285,1.5814285714285714,1799.982,8.129999999999999,326.928,PBT05-BK,0,,,ON,False
2026-06-17,,IM1,3,1:00AM,NQ5A Bumper Brkt O/B,1048725,,1024,500,0,6.002777777777778,43.22,0,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,PAM02-BK,0,,,ON,False
2026-06-17,,IM1,1,,NQ5A Bumper Brkt O/B,,,1024,650,0,7.8036111111111115,43.22,11.102319444444445,-3.1023194444444453,,,32.95,2a,1213,1213,1213,0,0,0,1.3116843702579664,1.3116843702579664,1591.0731411229133,2.589829516559829,3.397038898504273,3.397038898504273,1300,2426,2426,1.866153846153846,1.866153846153846,0,0,133.67260000000002,PAM02-BK,0,,,ON,False
2026-06-17,,IM1,2,,NQ5A Bumper Brkt O/B,,,1024,650,0,7.8036111111111115,43.22,11.157236111111112,-3.1572361111111125,,,32.95,,1219,1219,1219,0,0,0,1.3116843702579664,1.3116843702579664,1598.943247344461,2.6155136191239317,3.4307283344017088,3.4307283344017088,1300,2438,2438,1.8753846153846154,1.8753846153846154,0,0,134.3338,PAM02-BK,0,,,ON,False
2026-06-17,,IM10,3,12:00AM,31CC Bezel (Trim Ring),1046836,,TNL 625,600,0,7,42,4.4125,3.5875000000000004,,,35.3,1145p,450,444,444,6,6,0.013333333333333334,1.189801699716714,1.189801699716714,535.4107648725213,0.41367187499999997,0.48562500000000003,0.48562500000000003,1200,900,888,0.75,0.74,902.208,12.192,99.09,PC013-BK,0,,,ON,False
2026-06-17,,IM10,1,,31CC Bezel (Trim Ring),,,TNL 625,650,0,7.583333333333333,42,9.805555555555555,-1.8055555555555554,,,35.3,ongoing,1000,1000,1000,0,0,0,1.189801699716714,1.189801699716714,1189.801699716714,1.8856837606837604,2.2435897435897436,2.2435897435897436,1300,2000,2000,1.5384615384615385,1.5384615384615385,2032,0,220.20000000000002,PC013-BK,0,,,ON,False
2026-06-17,,IM10,2,4:00PM,GC7 CHL HG Bracket A,1047162,,M05193,800,53.333333333333336,6.222222222222222,28,7.005555555555556,0.9944444444444436,,,26,445p,970,960,960,10,10,0.010309278350515464,1.0769230769230769,1.0769230769230769,1044.6153846153845,1.061779513888889,1.1316666666666668,1.1316666666666668,1600,1940,1920,1.2125,1.2,2540.16,26.46,606.056,PAM01-BK,0,,,ON,False
2026-06-17,,IM11,3,ONGOING,01OB Bezel Plug,1044957,,1943,800,21.333333333333332,7.777777777777778,35,5.353138888888889,2.646861111111111,,,37.42,ongoing,515,2060,2060,0,0,0,0.9353287012292891,0.9353287012292891,481.6942811330839,0.4307603949652778,0.4029025607638889,0.4029025607638889,6400,4120,4120,0.64375,0.64375,395.52,0,156.40550000000002,ABS07-BK,0,,,ON,False
2026-06-17,,IM11,1,,01OB Bezel Plug,,,1943,800,21.333333333333332,7.777777777777778,35,8.32595,-0.32595000000000063,,,37.42,,801,3204,3204,0,0,0,0.9353287012292891,0.9353287012292891,749.1982896846606,1.0420446796875,0.974654296875,0.974654296875,6400,6408,6408,1.00125,1.00125,615.168,0,243.26370000000003,ABS07-BK,0,,,ON,False
2026-06-17,,IM11,2,4:30PM,NQ5A Flange Brkt,1048727,,1021,500,0,5.691666666666666,40.98,6.153888888888889,-1.7815500000000002,,,38,645p,583,578,578,5,5,0.008576329331046312,1.078421052631579,1.078421052631579,628.7194736842105,2.27910115,2.436751496046131,2.436751496046131,1000,1166,1156,1.166,1.156,0,0,80.2024355,PP022-BK,0,,,ON,True
2026-06-17,,IM11,2,,01OB Bezel Plug,,,1943,,0,0,35,3.6276611111111112,0.7755333333333336,,,37.42,,349,1396,1396,0,0,0,0.9353287012292891,0.9353287012292891,326.4297167290219,1.0630286666666666,0.9942812221628362,0.9942812221628362,0,2792,2792,349,349,268.032,0,105.99130000000001,ABS07-BK,0,,,ON,True
2026-06-17,,IM12,3,12:30AM,550B RCL-LED Base SAE,1047068,,M05332,700,31.818181818181817,5.833333333333333,30,3.5968055555555556,4.403194444444445,,,27.26,115a,475,475,475,0,0,0,1.1005135730007336,1.1005135730007336,522.7439471753485,0.305086185515873,0.3357514880952381,0.3357514880952381,1400,950,950,0.6785714285714286,0.6785714285714286,329.65,0,76.95,PP025-BK,0,,,ON,False
2026-06-17,,IM12,1,,550B RCL-LED Base SAE,,,M05332,900,40.90909090909091,7.5,30,7.670777777777777,0.3292222222222234,,,26.2,,1054,1054,1054,0,0,0,1.1450381679389314,1.1450381679389314,1206.8702290076337,1.122916635802469,1.2857824074074073,1.2857824074074073,1800,2108,2108,1.1711111111111112,1.1711111111111112,731.476,0,170.74800000000002,PP025-BK,0,,,ON,False
2026-06-17,,IM12,2,,550B RCL-LED Base SAE,,,M05332,900,40.90909090909091,7.5,30,7.139499999999999,0.8605000000000009,,,26.2,,981,981,981,0,0,0,1.1450381679389314,1.1450381679389314,1123.2824427480916,0.972756875,1.11384375,1.11384375,1800,1962,1962,1.09,1.09,680.814,0,158.922,PP025-BK,0,,,ON,False
2026-06-17,,IM14,3,ONGOING,NQ5A Bumper Brkt I/B #1,1046858,,1022,600,0,7.29,43.74,5.45725,2.54275,,,37.35,,526,526,526,0,0,0,1.1710843373493975,1.1710843373493975,615.9903614457832,0.5980236458333333,0.700336125,0.700336125,1200,1052,1052,0.8766666666666667,0.8766666666666667,0,0,102.14920000000001,PAM02-BK,0,,,ON,False
2026-06-17,,IM14,1,,NQ5A Bumper Brkt I/B #1,,,1022,600,0,7.29,43.74,8.3,-0.3000000000000007,,,37.35,,800,800,800,0,0,0,1.1710843373493975,1.1710843373493975,936.867469879518,1.3833333333333335,1.62,1.62,1200,1600,1600,1.3333333333333333,1.3333333333333333,0,0,155.36,PAM02-BK,0,,,ON,False
2026-06-17,,IM14,2,,NQ5A Bumper Brkt I/B #1,,,1022,600,0,7.29,43.74,3.1125,-1.5091666666666663,,,37.35,,300,300,300,0,0,0,1.1710843373493975,1.1710843373493975,351.32530120481925,1.7948552083333331,2.1019268222891565,2.1019268222891565,1200,600,600,0.5,0.5,0,0,58.260000000000005,PAM02-BK,0,,,ON,True
2026-06-17,,IM14,2,,NQ5A Bumper Brkt I/B #2,,,1023,,0,0,43.48,6.3966666666666665,-1.8311111111111114,,,38,6p,606,596,596,10,10,0.0165016501650165,1.1442105263157893,1.1442105263157893,693.3915789473683,2.4725244444444447,2.782403867261112,2.782403867261112,0,1212,1192,606,596,0,0,94.17240000000001,PAM02-BK,0,,,ON,True
2026-06-17,,IM15,3,1:30AM,U625 REFLEX REFLECTOR,1035204,,MO8085,500,0,4.583333333333333,33,3.4344444444444444,4.565555555555555,,,30.91,130a,400,400,400,0,0,0,1.0676156583629892,1.0676156583629892,427.0462633451957,0.34344444444444444,0.36666666666666664,0.36666666666666664,1000,800,800,0.8,0.8,308.8,0,61.63999999999999,PMMA01-AM,0,,,ON,False
2026-06-17,,IM15,1,,U625 REFLEX REFLECTOR,,,MO8085,800,0,7.333333333333333,33,8.463166666666668,-0.46316666666666784,,,30.9,,986,986,986,0,0,0,1.0679611650485437,1.0679611650485437,1053.009708737864,1.3038566145833335,1.3924682291666668,1.3924682291666668,1600,1972,1972,1.2325,1.2325,761.192,0,151.9426,PMMA01-AM,0,,,ON,False
2026-06-17,,IM15,2,,U625 REFLEX REFLECTOR,,,MO8085,800,0,7.333333333333333,33,7.931,0.06899999999999995,,,30.9,,924,924,924,0,0,0,1.0679611650485437,1.0679611650485437,986.7961165048544,1.145038125,1.2228562499999998,1.2228562499999998,1600,1848,1848,1.155,1.155,713.328,0,142.3884,PMMA01-AM,0,,,ON,False
2026-06-17,,IM16,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM16,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM16,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM17,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM17,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM17,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM18,3,2:00AM,DL3A HL STD/OPT BOT BEZ ,1048386,,632,300,0,4.487333333333334,53.848000000000006,0,8,,,,,300,300,300,0,0,0,0,0,0,0,0,0,600,600,600,1,1,0,0,106.8,PBT03-BK,0,,,ON,False
2026-06-17,,IM18,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM18,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM19,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM19,1,9:00AM,T1XL FASCIA BRACKET 2,1039453,,729,350,0,5.347222222222222,55,6.210750000000001,1.7892499999999991,,,44.1,645a,507,505,505,2,2,0.0039447731755424065,1.2471655328798186,1.2471655328798186,632.3129251700681,1.1245893750000002,1.3970163690476192,1.3970163690476192,700,1014,1010,1.4485714285714286,1.4428571428571428,877.6899999999999,3.476,251.97899999999998,PP028-BK,0,,,ON,False
2026-06-17,,IM19,2,,T1XL FASCIA BRACKET 2,,,729,500,0,7.638888888888889,55,12.152,-4.151999999999999,,,44.1,,992,992,992,0,0,0,1.2471655328798186,1.2471655328798186,1237.18820861678,3.013696,3.7585777777777776,3.7585777777777776,1000,1984,1984,1.984,1.984,1724.096,0,493.024,PP028-BK,0,,,ON,False
2026-06-17,,IM2,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM2,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM2,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM3,3,ONGOING,T90A RCL INNER LENS B,1032941,,MO5778,700,58.333333333333336,6.416666666666667,33,0,8,,No pack go to next tool per supervisor.,,,,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,PC011-NC,0,,,ON,False
2026-06-17,,IM3,1,7:00AM,L42P(2) HL Reflector A (REV ---),1048418,,4385,700,0,7.388888888888889,38,10.1,-2.0999999999999996,,,36,3a,1010,1010,1010,0,0,0,1.0555555555555556,1.0555555555555556,1066.111111111111,1.8216071428571428,1.9228075396825397,1.9228075396825397,1400,2020,2020,1.4428571428571428,1.4428571428571428,0,0,750.733,PC003-BK,0,,,ON,False
2026-06-17,,IM3,2,,L42P(2) HL Reflector A (REV ---),,,4385,700,0,7.388888888888889,38,7.54,0.45999999999999996,,Pause for no pack.,36,,754,754,754,0,0,0,1.0555555555555556,1.0555555555555556,795.8888888888889,1.0152071428571428,1.0716075396825395,1.0716075396825395,1400,1508,1508,1.0771428571428572,1.0771428571428572,0,0,560.4481999999999,PC003-BK,0,,,ON,False
2026-06-17,,IM4,3,11:00PM,"DL3A HL RIM BEZ LOW OUT, OPT ",1048726,,635,300,0,3.564666666666667,42.776,2.1634944444444444,5.836505555555556,,,25.79,1130p,302,302,302,0,0,0,1.658627374951532,1.658627374951532,500.9054672353626,0.2722397175925926,0.4515442481481482,0.4515442481481482,600,604,604,1.0066666666666666,1.0066666666666666,0,0,24.764,PBT02-DGY,0,,,ON,False
2026-06-17,,IM4,1,7:30AM,"DL3A HL OPT RIM BEZ HIGH, OPT ",1048705,,637,300,0,3.5760000000000005,42.912000000000006,2.626111111111111,5.373888888888889,,,29,,326,326,326,0,0,0,1.4797241379310346,1.4797241379310346,482.3900689655173,0.3567134259259259,0.5278374666666668,0.5278374666666668,600,652,652,1.0866666666666667,1.0866666666666667,0,0,30.644,PBT02-DGY,0,,,ON,False
2026-06-17,,IM4,2,ASAP,T90A CHL EXTENSION B,1047736,,MO6519,800,53.333333333333336,7.555555555555555,34,0,8,,Grease on parts. Pulled to tool room for repair and PM.,,,,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,PC003-BK,0,,,ON,False
2026-06-17,,IM5,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM5,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM5,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM6,3,11:30PM,311 D Bezel Plug,1026425,,0,800,0,7.777777777777778,35,5.615277777777778,0,,,31.1,1115p,650,2600,2600,0,0,0,1.12540192926045,1.12540192926045,731.5112540192926,0.5703016493055556,0.6418185763888888,0.6418185763888888,6400,5200,5200,0.8125,0.8125,0,0,208,ABS07-BK,0,,,ON,False
2026-06-17,,IM6,1,,311 D Bezel Plug,,,0,800,0,7.777777777777778,35,7.990972222222223,0,,,31.1,,925,3700,3700,0,0,0,1.12540192926045,1.12540192926045,1040.9967845659162,1.1549452039930557,1.2997775607638888,1.2997775607638888,6400,7400,7400,1.15625,1.15625,0,0,296,ABS07-BK,0,,,ON,False
2026-06-17,,IM6,2,,311 D Bezel Plug,,,0,800,0,7.777777777777778,35,11.532916666666667,0,,,31.1,,1335,5340,5340,0,0,0,1.12540192926045,1.12540192926045,1502.4115755627008,2.4056943359375,2.707373046875,2.707373046875,6400,10680,10680,1.66875,1.66875,0,0,427.2,ABS07-BK,0,,,ON,False
2026-06-17,,IM7,3,ONGOING,P33A FCL Base C,1046683,,5549,600,0,7.833333333333333,47,7.081388888888889,0.9186111111111108,,,48.1,ongoing,530,1060,1060,0,0,0,0.9771309771309771,0.9771309771309771,517.8794178794178,0.7819033564814816,0.7640219907407407,0.7640219907407407,2400,2120,2120,0.8833333333333333,0.8833333333333333,0,0,362.67900000000003,PC017-WT,0,,,ON,False
2026-06-17,,IM7,1,8:00AM,TZ5X Extension 4,1048255,,M03931,200,80,1.8333333333333333,33,0,8,,Posture issues with robot maintenance working on it.,,,,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,PC003-BK,0,,,ON,False
2026-06-17,,IM7,2,3:00PM,550B RCL-LED Reflector,1048350,,MO5239,800,160,7.777777777777778,35,0,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,PC018-BK,0,,,ON,True
2026-06-17,,IM7,2,,TZ5X Extension 4,,,M03931,,0,0,33,0,8,,,,430p,311,306,306,5,5,0.01607717041800643,0,0,0,0,0,0,0,622,612,311,306,619.9559999999999,10.129999999999999,286.12,PC003-BK,0,,,ON,True
2026-06-17,,IM8,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM8,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM8,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-17,,IM9,3,ONGOING,31CC Reflector Turn,1046437,,TNL 620,700,70,7.777777777777778,40,5.677777777777778,2.322222222222222,,,35,ongoing,584,584,584,0,0,0,1.1428571428571428,1.1428571428571428,667.4285714285714,0.5921111111111111,0.6766984126984127,0.6766984126984127,1400,1168,1168,0.8342857142857143,0.8342857142857143,949.584,0,171.696,PBT05-BK,0,,,ON,False
2026-06-17,,IM9,1,8:30AM,890B CHL-LED Cover HG,1047128,,5417,600,0,6,36,3.229777777777777,2.3591111111111114,,,33.8,945a,344,344,344,0,0,0,1.0650887573964498,1.0650887573964498,366.39053254437874,0.6957096296296296,0.7409925049309665,0.7409925049309665,1200,688,688,0.5733333333333334,0.5733333333333334,0,0,113.176,PP018-BK,0,,,ON,True
2026-06-17,,IM9,1,,31CC Reflector Turn,,,TNL 620,,0,0,40,2.4111111111111114,-4.588666666666667,,,35,ongoing,248,248,248,0,0,0,1.1428571428571428,1.1428571428571428,283.4285714285714,2.62001625,2.9943042857142856,2.9943042857142856,0,496,496,248,248,403.248,0,72.91199999999999,PBT05-BK,0,,,ON,True
2026-06-17,,IM9,2,,890B CHL-LED Cover HG,,,5417,800,0,8,36,10.177555555555555,-2.1775555555555552,,,33.8,,1084,1084,1084,0,0,0,1.0650887573964498,1.0650887573964498,1154.5562130177516,1.7238234722222223,1.8360250000000002,1.8360250000000002,1600,2168,2168,1.355,1.355,0,0,356.636,PP018-BK,0,,,ON,False
2026-06-18,,IM1,3,ONGOING,NQ5A Bumper Brkt O/B,1048725,,1024,650,0,7.8036111111111115,43.22,5.1972,2.8028000000000004,,,32.94,,568,568,568,0,0,0,1.3120825743776563,1.3120825743776563,745.2629022465088,0.5676941538461538,0.7448616068376068,0.7448616068376068,1300,1136,1136,0.8738461538461538,0.8738461538461538,0,0,62.5936,PAM02-BK,0,,,ON,False
2026-06-18,,IM1,1,,NQ5A Bumper Brkt O/B,,,1024,650,0,7.8036111111111115,43.22,7.2376499999999995,0.7623500000000005,,,32.94,,791,791,791,0,0,0,1.3120825743776563,1.3120825743776563,1037.8573163327262,1.1009579134615384,1.4445476933760681,1.4445476933760681,1300,1582,1582,1.216923076923077,1.216923076923077,0,0,87.1682,PAM02-BK,0,,,ON,False
2026-06-18,,IM1,2,,NQ5A Bumper Brkt O/B,,,1024,650,0,7.8036111111111115,43.22,9.96435,-1.9643499999999996,,,32.94,,1089,1089,1089,0,0,0,1.3120825743776563,1.3120825743776563,1428.8579234972676,2.0867648365384612,2.7380077788461534,2.7380077788461534,1300,2178,2178,1.6753846153846155,1.6753846153846155,0,0,120.0078,PAM02-BK,0,,,ON,False
2026-06-18,,IM10,3,ONGOING,GC7 CHL HG Bracket A,1047162,,M05193,1000,66.66666666666667,7.777777777777778,28,5.155555555555555,2.844444444444445,,,32,ongoing,580,570,570,10,10,0.017241379310344827,0.875,0.875,507.5,0.3737777777777777,0.3214166666666666,0.3214166666666666,2000,1160,1140,0.58,0.57,1508.22,26.46,362.384,PAM01-BK,0,,,ON,False
2026-06-18,,IM10,1,,GC7 CHL HG Bracket A,,,M05193,1000,66.66666666666667,7.777777777777778,28,7.934911111111111,0.06508888888888897,,,31.46,,908,898,898,10,10,0.011013215859030838,0.8900190718372536,0.8900190718372536,808.1373172282263,0.9006124111111111,0.7927344444444444,0.7927344444444444,2000,1816,1796,0.908,0.898,2376.1079999999997,26.46,567.3184,PAM01-BK,0,,,ON,False
2026-06-18,,IM10,2,4:00PM,J34A HG BRACKET A,1047233,,5765,700,0,6.708333333333333,34.5,4.061111111111112,0.9938888888888879,,No pack in window to run.,34,545p,430,422,422,8,8,0.018604651162790697,1.0147058823529411,1.0147058823529411,436.3235294117647,0.9658424603174605,0.9618126114748227,0.9618126114748227,1400,860,844,0.6142857142857143,0.6028571428571429,0,0,293.303,PAM01-BK,0,,,ON,True
2026-06-18,,IM10,2,,GC7 CHL HG Bracket A,,,M05193,,0,0,28,2.945,0.23971111111111165,,,31,ongoing,342,342,342,0,0,0,0.9032258064516129,0.9032258064516129,308.9032258064516,1.1210845912698413,1.0125925340501791,1.0125925340501791,0,684,684,342,342,904.932,0,213.6816,PAM01-BK,0,,,ON,True
2026-06-18,,IM11,3,ONGOING,NQ5A Flange Brkt,1048727,,1021,700,0,7.968333333333332,40.98,4.8152888888888885,3.1847111111111115,,,37.12,ongoing,467,467,467,0,0,0,1.1039870689655171,1.1039870689655171,515.5619612068965,0.40156069841269837,0.4433178184523809,0.4433178184523809,1400,934,934,0.6671428571428571,0.6671428571428571,0,0,64.2444895,PP022-BK,0,,,ON,False
2026-06-18,,IM11,1,,NQ5A Flange Brkt,,,1021,700,0,7.968333333333332,40.98,7.355511111111111,0.6444888888888887,,,36.88,,718,718,718,0,0,0,1.1111713665943599,1.1111713665943599,797.8210412147504,0.9430816031746032,1.0479252738095237,1.0479252738095237,1400,1436,1436,1.0257142857142858,1.0257142857142858,0,0,98.77418300000001,PP022-BK,0,,,ON,False
2026-06-18,,IM11,2,,NQ5A Flange Brkt,,,1021,700,0,7.968333333333332,40.98,8.933155555555555,-0.9331555555555546,,,36.88,,872,872,872,0,0,0,1.1111713665943599,1.1111713665943599,968.9414316702819,1.3910199365079363,1.5456615238095233,1.5456615238095233,1400,1744,1744,1.2457142857142858,1.2457142857142858,0,0,119.959732,PP022-BK,0,,,ON,False
2026-06-18,,IM12,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM12,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM12,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM14,3,11:30PM,NQ5A Bumper Brkt I/B #2,1048729,,1023,600,0,7.246666666666665,43.48,4.422777777777778,3.577222222222222,,,38,ongoing,419,419,419,0,0,0,1.1442105263157893,1.1442105263157893,479.42421052631573,0.3860716435185185,0.4417472384259259,0.4417472384259259,1200,838,838,0.6983333333333334,0.6983333333333334,0,0,65.1126,PAM02-BK,0,,,ON,False
2026-06-18,,IM14,1,,NQ5A Bumper Brkt I/B #2,,,1023,650,0,7.850555555555554,43.48,7.304444444444444,0.6955555555555559,,,38,,692,692,692,0,0,0,1.1442105263157893,1.1442105263157893,791.7936842105262,0.9720529914529914,1.1122332649572648,1.1122332649572648,1300,1384,1384,1.0646153846153845,1.0646153846153845,0,0,107.53680000000001,PAM02-BK,0,,,ON,False
2026-06-18,,IM14,2,,NQ5A Bumper Brkt I/B #2,,,1023,650,0,7.850555555555554,43.48,8.919444444444444,-0.9194444444444443,,,38,,845,845,845,0,0,0,1.1442105263157893,1.1442105263157893,966.857894736842,1.4494097222222222,1.6584298611111108,1.6584298611111108,1300,1690,1690,1.3,1.3,0,0,131.31300000000002,PAM02-BK,0,,,ON,False
2026-06-18,,IM15,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM15,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM15,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM16,3,11:00PM,FORD PIN,1032104,,656,700,1.4,7.777777777777778,40,8.56388888888889,-0.56388888888889,,,30.83,,1000,4000,0,0,0,0,1.2974375608173858,1.2974375608173858,1297.437560817386,1.5292658730158732,1.9841269841269846,1.9841269841269846,2800,4000,4000,1.4285714285714286,1.4285714285714286,716,0,55.995999999999995,PP024-BK,0,,,ON,False
2026-06-18,,IM16,1,,FORD PIN,,,656,700,1.4,7.777777777777778,40,8.030555555555557,-0.03055555555555678,,,28.91,,1000,4000,0,0,0,0,1.3836042891732965,1.3836042891732965,1383.6042891732964,1.434027777777778,1.9841269841269844,1.9841269841269844,2800,4000,4000,1.4285714285714286,1.4285714285714286,716,0,55.995999999999995,PP024-BK,0,,,ON,False
2026-06-18,,IM16,2,,FORD PIN,,,656,700,1.4,7.777777777777778,40,0,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,PP024-BK,0,,,ON,False
2026-06-18,,IM17,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM17,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM17,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM18,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM18,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM18,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-18,,IM19,3,ONGOING,T1XL FASCIA BRACKET 2,1039453,,729,500,0,7.638888888888889,55,4.907794444444445,3.092205555555555,,,44.06,,401,401,401,0,0,0,1.2482977757603269,1.2482977757603269,500.5674080798911,0.4920063930555556,0.6141704861111111,0.6141704861111111,1000,802,802,0.802,0.802,696.938,0,199.297,PP028-BK,0,,,ON,False
2026-06-18,,IM19,1,,T1XL FASCIA BRACKET 2,,,729,500,0,7.638888888888889,55,7.224222222222222,0.7757777777777779,,,44.08,,590,590,590,0,0,0,1.2477313974591653,1.2477313974591653,736.1615245009075,1.0655727777777777,1.3295486111111112,1.3295486111111112,1000,1180,1180,1.18,1.18,1025.42,0,293.23,PP028-BK,0,,,ON,False
